x,y,answer
7.49080237694725,15.871117931220562,1
19.01428612819832,24.05278470915428,1
14.639878836228101,20.577363342419357,1
11.973169683940732,20.020867606629178,1
3.1203728088487304,17.19045230012874,1
3.119890406724053,14.557114119957527,1
1.1616722433639892,14.222367813824512,1
17.323522915498703,23.683966011921544,1
12.022300234864176,18.926342779398578,1
14.161451555920909,19.388645417275626,1
0.41168988591604894,13.364850754613096,1
19.398197043239886,22.343983670635964,1
16.648852816008436,24.04321701737451,1
4.246782213565523,17.35587262504043,1
3.6364993441420124,16.3518646981127,1
3.6680901970686763,17.31988745928521,1
6.0848448591907545,18.257110737191834,1
10.495128632644757,17.993844551866523,1
8.638900372842315,19.88968618038107,1
5.824582803960839,17.06966036964302,1
12.23705789444759,21.348289567880045,1
2.7898772130408367,16.97930380621439,1
5.842892970704363,16.193460385239636,1
7.327236865873834,16.103826131047626,1
9.12139968434072,17.472440492338126,1
15.703519227860273,21.56019076843516,1
3.9934756431671947,17.26879688527357,1
10.284688768272233,20.58526671716149,1
11.84829137724085,17.951954210745185,1
0.9290082543999545,14.50749333751024,1
12.150897038028766,19.7450925316095,1
3.4104824737458306,14.593672478755837,1
1.3010318597055903,13.129977399187526,1
18.977710745066666,22.839316058147844,1
19.312640661491187,25.427959146395672,1
16.16794696232922,21.376785209247632,1
6.092275383467413,17.121300178707173,1
1.9534422801276774,15.788796975644551,1
13.684660530243137,20.296848674638746,1
8.803049874792027,20.288653268279855,1
2.4407646968955765,17.070171528216235,1
9.903538202225404,17.95889828441416,1
0.6877704223043679,14.332879234721727,1
18.186408041575643,22.2967172600549,1
5.175599632000338,15.727161793510039,1
13.25044568707964,18.77277063295795,1
6.2342215217882195,17.555368096813698,1
10.401360423556216,19.211396304693555,1
10.934205586865593,17.673017798432756,1
3.697089110510541,14.963130412201716,1
19.391692555291172,14.06278273377897,-1
15.502656467222291,14.793080670943258,-1
18.789978831283783,16.815409927277,-1
17.896547008552975,14.990462463166233,-1
11.957999576221702,10.036397971668448,-1
18.437484700462335,16.250521264185167,-1
1.76985004103839,6.19638283089568,-1
3.919657248382904,6.913350162876582,-1
0.9045457782107613,7.5017227131357815,-1
6.506606615265287,8.340437913185205,-1
7.773545793789641,10.415640366017808,-1
5.426980635477918,8.184266995364641,-1
16.57475018303859,13.753256248475715,-1
7.135066533871786,9.424434530636859,-1
5.618690193747615,10.448186016656173,-1
10.85392166316497,10.085750849225532,-1
2.818484499495253,8.126121989860682,-1
16.043939615080795,15.27589576594098,-1
1.4910128735954165,8.582405870578652,-1
19.737738732010346,15.505297593252203,-1
15.444895385933147,13.012190245597445,-1
3.974313630683448,9.9208054996303,-1
0.11044234247204798,6.0068489380389,-1
16.309228569096682,15.24863118375659,-1
14.137146876952343,12.487882276838372,-1
14.580143360819747,14.592605964389907,-1
15.425406933718914,12.948952514449594,-1
1.4808930346818072,7.193505132138753,-1
7.169314570885453,7.83773733049579,-1
2.3173811905025943,8.608606818667324,-1
17.26206851751187,15.2667688545549,-1
12.465962536551158,13.779087183313223,-1
6.617960497052984,7.610205775412241,-1
1.2711670057204727,5.126226089336312,-1
6.219646434313244,10.078056706296,-1
6.503666440534941,8.611897036130756,-1
14.59212356676128,12.027172982575777,-1
12.751149427104263,12.154771467154283,-1
17.74425485152653,14.753525112339242,-1
9.444298503238986,11.754740088017687,-1
2.391884918766034,8.82353138815942,-1
14.2648957444599,11.543584840416642,-1
15.215700972337949,12.006178257515653,-1
11.225543951389925,11.08036614660189,-1
15.41934359909122,14.353552635350807,-1
9.875911927287815,11.541117665193266,-1
10.454656587639882,10.323505578338983,-1
8.550820367170992,8.686969143775187,-1
0.5083825348819038,4.7058455703804825,-1
2.157828539866089,5.959412086502549,-1
