x,y,answer
7.49080237694725,17.78709239435191,1
0.628583713734685,2.6421387982334243,-1
19.01428612819832,16.4259297635278,1
12.728208225275608,7.323066765331193,-1
14.639878836228101,17.576492590949325,1
6.287119621526534,7.985735895361438,-1
11.973169683940732,17.26379145299354,1
10.171413823294056,5.573830678057059,-1
3.1203728088487304,15.185299851677595,1
18.15132947852186,2.1004468212257947,-1
3.119890406724053,17.45311964516182,1
4.985844582977499,7.305613099419498,-1
1.1616722433639892,11.619447514363436,1
8.207658460712594,4.29505116815885,-1
17.323522915498703,12.371880036934016,1
15.111022770860973,3.6686626926989767,-1
12.022300234864176,11.316591022373766,1
4.575963309832449,7.3365371920532025,-1
14.161451555920909,13.27731231534285,1
1.5395981965758598,3.9024855597169825,-1
0.41168988591604894,13.720741027826374,1
5.795029058275361,6.425518070965227,-1
19.398197043239886,12.899443222417272,1
3.2244257450800884,4.5738591858449436,-1
16.648852816008436,16.801162564063503,1
18.59395304685146,4.565292024673737,-1
4.246782213565523,13.497273286855124,1
16.16240759128834,5.249577211476691,-1
3.6364993441420124,12.966541567811666,1
12.66807513020847,8.367971609619142,-1
3.6680901970686763,14.79887258210774,1
17.429211803754356,3.152882530875334,-1
6.0848448591907545,11.986469574823339,1
16.07344153798229,6.754539545197849,-1
10.495128632644757,16.615378865278277,1
3.7314011777207168,7.6943704272010205,-1
8.638900372842315,11.521854505758396,1
17.851179969799556,8.714574009116653,-1
5.824582803960839,17.908208556203622,1
10.786844838313014,4.863749397682307,-1
12.23705789444759,16.405713385076602,1
16.14880310328125,4.257049467104023,-1
2.7898772130408367,12.391009770739206,1
17.921825998469863,8.883885197505007,-1
5.842892970704363,11.038654819865217,1
6.3600694994372775,5.415348591905033,-1
7.327236865873834,16.70822999918384,1
2.201038490553535,7.414529573614434,-1
9.12139968434072,15.948001406933319,1
4.558703250838834,4.483790467133851,-1
15.703519227860273,16.10305017628691,1
8.542155772525126,7.77943499696506,-1
3.9934756431671947,16.39889242680162,1
16.36029531844986,4.163435833282739,-1
10.284688768272233,11.518312562138632,1
17.214611665126867,6.292852575896238,-1
11.84829137724085,13.509260099809907,1
0.13904261062381407,2.4428900788428587,-1
0.9290082543999545,11.811083416675908,1
10.214946051551316,8.037353390978048,-1
12.150897038028766,17.041723981129156,1
8.34822006297558,6.612535542648191,-1
3.4104824737458306,15.363086887792905,1
4.442156209414605,8.205685351315877,-1
1.3010318597055903,13.316286173968544,1
2.397307346673656,2.5271446720500608,-1
18.977710745066666,11.444908452002165,1
6.752303428072559,2.8586245263331325,-1
19.312640661491187,13.176876252009635,1
18.858194078250385,7.19440860599391,-1
16.16794696232922,13.276283254187229,1
6.464058640415105,4.3801116777607465,-1
6.092275383467413,16.107243248366448,1
10.375812434867322,3.279444598591489,-1
1.9534422801276774,15.462902299486492,1
14.060379177903556,5.113594318803764,-1
13.684660530243137,17.210489198034285,1
7.27259204758588,5.292445951507954,-1
8.803049874792027,14.305504476133645,1
19.435641654419214,7.307033963696838,-1
2.4407646968955765,11.837159721568112,1
19.248945898842223,8.348280625358706,-1
9.903538202225404,15.992713510560964,1
5.035645916507283,2.719489694326713,-1
0.6877704223043679,16.325495340318284,1
9.94497011784771,2.6970735998566866,-1
18.186408041575643,14.928940382986474,1
6.017566196335393,4.5682897990871245,-1
5.175599632000338,16.396770259681926,1
5.696809887549352,6.626791462659096,-1
13.25044568707964,14.456569174550735,1
0.7377389470906559,6.5555329777113736,-1
6.2342215217882195,14.659129805673958,1
12.191286679597937,3.918310247908324,-1
10.401360423556216,13.992787128509848,1
10.05358046457723,2.7202281803319606,-1
10.934205586865593,11.177933887208667,1
1.029575024999787,2.790395030144179,-1
3.697089110510541,11.75523998895313,1
5.572929284732229,3.5408711789966327,-1
