x,y,class
0.4580758361699414,0.588347168852582,-1
0.7905788664688334,1.0726447889408162,1
0.4249628626898604,0.022857749534306804,1
0.8806188768987754,0.715645804236265,1
0.5959100777672995,0.41584162811763226,-1
0.26088679961600647,-0.07669496767438233,1
0.5607418249470856,0.16110443788616735,-1
0.808523992384696,0.8304494281452449,1
-0.14142565558737996,0.3999222019138278,1
1.0151295170486585,0.33814650900282484,1
-0.1618752907638631,0.5757877331270352,1
0.47785333555354886,0.5689527186428186,-1
1.135463669708322,0.5015394881822296,1
1.0354926399954623,0.5898891058873654,1
0.20659531123310304,0.7229337771697746,-1
0.42434551619651595,0.6247442140590831,-1
0.18732998948371848,0.3222941968878073,1
1.0141462995291297,0.5697597270737996,1
-0.08475554850309841,0.6808693926180373,1
0.9482809749820754,0.820219000471941,1
0.8214355458738671,0.9116540151619246,1
0.874559284423431,0.15826274024004772,-1
0.4579657914765537,0.5253636664523045,-1
0.6902336039997622,0.20236718726466651,-1
0.7821422678325478,0.33202449792088506,-1
-0.1331049323840433,0.57666526045931,1
0.736080501855216,1.0576483435169783,1
-0.05003922704905084,0.5567095441558934,1
0.20772748034988786,-0.15830957393672174,1
0.5959371141727051,0.3656597343524552,-1
1.0730443845840072,0.38959746793580663,1
0.0726444371182981,0.37180670101075186,1
0.3732051013469061,0.6708780994744024,-1
0.5167281249999341,0.507527825219671,-1
0.7412703711206914,0.7925205938075892,1
-0.16048101885641308,0.6372278242813936,1
-0.029031496728083583,0.4562562890260048,1
1.2647447487468266,0.4149002935428342,1
1.1227738172054411,0.6808544829032499,1
0.7262172343230839,0.35659435563273134,-1
0.07124427140033884,0.24037362487756003,1
0.44763576567882035,0.9885049849825611,-1
0.8495645958094276,0.9806091557952447,1
0.15015732000829624,0.7854106035679771,-1
-0.06901477685522206,0.6705723779883396,1
0.09298366676087244,-0.05383938646391728,1
1.0898301264914454,0.2932250641016939,1
0.12606361309357667,0.101349658384571,1
0.9733214929289054,0.6970931485651591,1
0.7951114890023216,1.0871095384471436,1
0.26327429786939177,0.7933854634146505,-1
0.3142891925874619,0.6892747199520092,-1
0.5816697079081441,0.3791293579175602,-1
0.5963746554949848,0.20390892284053835,-1
0.2893397928620906,0.11042024090020786,1
1.2533677909425922,0.43475272921399477,1
0.5858710550370809,0.6450274796193161,-1
0.5025926517309787,0.4554369882080463,-1
0.6939646428611032,1.1068684586109034,1
1.043087556414564,0.6053178701325267,1
1.0470132437960502,0.4711282413486484,1
1.1243732756141323,0.4503998444018542,1
0.14759890042260476,0.054839139294554196,1
0.8480497323397953,0.35498633283856906,1
0.39821080215450055,0.40889037353282887,-1
0.3222261391436248,0.19274319330615175,1
0.9023679031900118,0.8545342579832589,1
0.4355209374748581,1.0083574997373095,-1
-0.16126947532331348,0.6879047873113984,1
0.8640812501493368,0.7654464616934886,1
0.8096106533163705,0.9920806646236957,1
0.22309551417255913,-0.22109967930413854,1
0.14037932822556165,0.20547523297574843,1
-0.05332190783696855,0.62134337592311,1
-0.11849729001813714,0.4760058478387101,1
1.1391548392662587,0.3169571810699373,1
1.0276075176363908,0.77691340754318,1
1.1584412314053822,0.5168235731129939,1
0.07212379089190712,0.26164489352702475,1
0.9352571476859933,0.764744576628177,1
-0.18637423469025005,0.5487660152887531,1
1.1676785848833697,0.554451691768622,1
0.8102996107931906,0.1388400585279822,-1
0.7491395157162828,0.3071049440921557,-1
-0.23774198845154726,0.6243606248716234,1
0.3739064377771931,-0.11800737013108997,1
0.5087720403819608,0.7118692722840501,-1
0.12778705177169686,0.08905680604607019,1
0.905020554763577,0.8256532557609475,1
0.49420603466536644,0.12137560901369193,-1
0.36755333965880194,0.6954620153570324,-1
0.41380622515530907,0.5149076449682318,-1
-0.18938576129359508,0.6148468148622401,1
0.43038410921437614,0.6213361852585948,-1
0.7026909711947098,1.0419111534406549,1
0.11207111117461571,-0.10064887033073011,1
0.47551675908845936,0.835632747849194,-1
0.42498791978071637,0.711252078413252,-1
1.1140758957210912,0.3055023049712615,1
0.6459661867004199,0.40724744603389856,-1
0.73083603057386,0.15376226333736165,-1
0.3337977747651213,0.0186814554352554,1
0.31876488748777587,-0.17566595275472452,1
0.767658904479396,0.12550435665417514,-1
1.0590733211068222,0.5307042994494611,1
0.7626517274837872,0.9130024930560521,1
0.2240550723774784,0.12319909647206423,1
0.11911780596457466,0.24039059120768436,1
0.6972263911200469,1.100546110614499,1
0.21524147872159727,0.034595943311756305,1
0.28502403519192365,-0.11323823632809915,1
0.3985393661772441,0.7880329624737777,-1
0.059195836870567564,0.03342131559164696,1
1.0084951105510411,0.30659120479658974,1
0.44050061575252847,0.5975264628772083,-1
0.8234956026354886,0.1406095393662593,-1
0.2062766764825129,0.2566453819667577,1
0.8311251086874687,0.9441042423277821,1
1.0608325588945697,0.45279450258532244,1
0.07406720151208013,0.31864840193185007,1
0.6952722650870999,1.03432770203868,1
0.3469609817333079,0.53585066411555,-1
0.4822183788272056,0.4616075724976077,-1
1.046842049420043,0.41229481732446693,1
-0.08635799090880869,0.7207968373414189,1
0.7816349559746507,0.979369342255493,1
0.9231743771749252,0.5642307823117995,1
0.28051161942578373,0.7994324379034468,-1
0.20770512617288062,0.3662709746338312,1
0.07936150356110505,0.7437738484923146,-1
0.30772810617641333,-0.17693186784344195,1
0.4583706038699467,0.5179735003965384,-1
0.5569241773534495,0.6705169852008019,-1
0.0050894941318071485,0.3314442042710817,1
0.22413231487146712,0.09390572231225508,1
-0.10681704626013488,0.6768190207145872,1
0.38948741853231095,-0.10837701502969388,1
0.6866947003853974,1.0388226739650794,1
-0.04848288955902735,0.5767224081055107,1
0.7566470014117712,1.2197177360433888,1
1.2767544943398046,0.39875440390019895,1
0.4011097416069771,0.6768514376854584,-1
0.6469163862495138,0.35851740391408615,-1
1.0455376948097737,0.43147063268904384,1
0.26866607686608923,0.05031325953164445,1
0.8158105731684105,0.11574356710238554,-1
0.8252574630227686,0.23061157029844792,-1
0.9101233374898918,0.746540994718,1
0.645907835978021,0.10855412977308615,-1
0.2511876615863792,-0.06006224694731088,1
